forme	lemme	catégorie
étaient	être	VINDI3P
pas	pas	ADV
morts	mourir	VPARPMP
,	,	PCTFAIB
qu'	que	SUB
arrachés	arraché	ADJMP
de	de	PREP
la	le	DETDFS
veille	veille	NCFS
,	,	PCTFAIB
ils	il	PPER3P
attendaient	attendre	VINDI3P
le	le	DETDMS
soleil	soleil	NCMS
du	de le	DETDMS
lendemain	lendemain	NCMS
pour	pour	PREP
lui	lui	PPER3S
dire	dire	VINF
adieu	adieu	NCMS
sur	sur	PREP
le	le	DETDMS
pavé	pavé	NCMS
des	de le	DETDPIG
Halles	halle	NCFP
.	.	PCTFORTE
Il	il	PPER3S
les	le	DETDPIG
voyait	voir	VINDI3S
vivre	vivre	VINF
,	,	PCTFAIB
ouvrir	ouvrir	VINF
leurs	leur	DETPOSS
feuilles	feuille	NCFP
,	,	PCTFAIB
comme	comme	SUB
s'	si	SUB
ils	il	PPER3P
eussent	avoir	VSUBI3P
encore	encore	ADV
les	le	DETDPIG
pieds	pied	NCMP
tranquilles	tranquille	ADJPIG
et	et	COO
chauds	chaud	ADJMP
dans	dans	PREP
le	le	DETDMS
fumier	fumier	NCMS
.	.	PCTFORTE
Il	il	PPER3S
disait	dire	VINDI3S
entendre	entendre	VINF
là	là	ADV
le	le	DETDMS
râle	râle	NCMS
de	de	PREP
tous	tout	ADJMP
les	le	DETDPIG
potagers	potager	NCMP
de	de	PREP
la	le	DETDFS
banlieue	banlieue	NCFS
.	.	PCTFORTE
Cependant	cependant	ADV
,	,	PCTFAIB
la	le	DETDFS
foule	foule	NCFS
des	de le	DETDPIG
bonnets	bonnet	NCMP
blancs	blanc	ADJMP
,	,	PCTFAIB
des	un	DETDPIG
caracos	caraco	NCMP
noirs	noir	ADJMP
,	,	PCTFAIB
des	un	DETDPIG
blouses	blouse	NCFP
bleues	bleu	ADJFP
,	,	PCTFAIB
emplissait	emplir	VINDI3S
les	le	DETDPIG
étroits	étroit	ADJMP
sentiers	sentier	NCMP
,	,	PCTFAIB
entre	entre	PREP
les	le	DETDPIG
tas	tas	NCMIN
.	.	PCTFORTE
C'	ce	PDS
était	être	VINDI3S
toute	tout	ADJFS
une	un	DETIFS
campagne	campagne	NCFS
bourdonnante	bourdonnant	ADJFS
.	.	PCTFORTE
Les	le	DETDPIG
grandes	grand	ADJFP
hottes	hotte	NCFP
des	de le	DETDPIG
porteurs	porteur	NCMP
filaient	filer	VINDI3P
lourdement	lourdement	ADV
au-dessus	au-dessus	ADV
des	un	DETDPIG
têtes	tête	NCFP
.	.	PCTFORTE
Les	le	DETDPIG
revendeuses	revendeuse	NCFP
,	,	PCTFAIB
les	le	DETDPIG
marchands	marchand	NCMP
des	de le	DETDPIG
quatre	quatre	NCI
saisons	saison	NCFP
,	,	PCTFAIB
les	le	DETDPIG
fruitiers	fruitier	NCMP
,	,	PCTFAIB
achetaient	acheter	VINDI3P
,	,	PCTFAIB
se	se	PPER3S
hâtaient	hâter	VINDI3P
.	.	PCTFORTE
Il	il	PPER3S
y	y	PPER3S
avait	avoir	VINDI3S
des	de le	DETDPIG
caporaux	caporal	NCMP
et	et	COO
des	de le	DETDPIG
bandes	bande	NCFP
de	de	PREP
religieuses	religieuse	NCFP
autour	autour	ADV
des	de le	DETDPIG
montagnes	montagne	NCFP
de	de	PREP
choux	chou	NCMP
;	;	PCTFORTE
tandis que	tandis que	SUB
des	un	DETDPIG
cuisiniers	cuisinier	NCMP
de	de	PREP
collège	collège	NCMS
flairaient	flairer	VINDI3P
,	,	PCTFAIB
cherchant	chercher	VPARPRES
les	le	DETDPIG
bonnes	bonne	NCFP
aubaines	aubaine	NCFP
.	.	PCTFORTE
On	on	PPER3S
déchargeait	décharger	VINDI3S
toujours	toujours	ADV
;	;	PCTFORTE
des	un	DETDPIG
tombereaux	tombereau	NCMP
jetaient	jeter	VINDI3P
leur	leur	DETPOSS
charge	charge	NCFS
à	à	PREP
terre	terre	NCFS
,	,	PCTFAIB
comme	comme	SUB
une	un	DETIFS
charge	charge	NCFS
de	de	PREP
pavés	pavé	NCMP
,	,	PCTFAIB
ajoutant	ajouter	VPARPRES
un	un	DETIMS
flot	flot	NCMS
aux	à le	DETDPIG
autres	autre	ADJPIG
flots	flot	NCMP
,	,	PCTFAIB
qui	qui	PRI
venaient	vener	VINDI3P
maintenant	maintenant	ADV
battre	battre	VINF
le	le	DETDMS
trottoir	trottoir	NCMS
opposé	opposé	ADJMS
.	.	PCTFORTE
Et	et	COO
,	,	PCTFAIB
du	de le	DETDMS
fond	fond	NCMS
de	de	PREP
la	le	DETDFS
rue	rue	NCFS
du	de le	DETDMS
Pont-Neuf	pont-neuf	NCMS
,	,	PCTFAIB
des	un	DETDPIG
files	file	NCFP
de	de	PREP
voitures	voiture	NCFP
arrivaient	arriver	VINDI3P
,	,	PCTFAIB
éternellement	éternellement	ADV
.	.	PCTFORTE
C'	ce	PDS
est	être	VINDP3S
crânement	crânement	ADV
beau	beau	ADJMS
tout	tout	ADV
de	de	PREP
même	même	ADV
,	,	PCTFAIB
murmurait	murmurer	VINDI3S
Claude	Claude	NPHSIG
en	en	PREP
extase	extase	NCFS
.	.	PCTFORTE
Florent	Florent	NPMS
souffrait	souffrir	VINDI3S
.	.	PCTFORTE
Il	il	PPER3S
croyait	croire	VINDI3S
à	à	PREP
quelque	quelque	ADJIND
tentation	tentation	NCFS
surhumaine	surhumain	ADJFS
.	.	PCTFORTE
Il	il	PPER3S
ne	ne	ADV
voulait	vouloir	VINDI3S
plus	plus	ADV
voir	voir	VINF
,	,	PCTFAIB
il	il	PPER3S
regardait	regarder	VINDI3S
Saint-Eustache	Saint-Eustache	NPHSIG
,	,	PCTFAIB
posé	poser	VPARPMS
de	de	PREP
biais	biais	NCMIN
,	,	PCTFAIB
comme	comme	SUB
lavé	laver	VPARPMS
à	à	PREP
la	le	DETDFS
sépia	sépia	NCFS
sur	sur	PREP
le	le	DETDMS
bleu	bleu	NCMS
du	du	DETDMS
ciel	ciel	NCMS
,	,	PCTFAIB
avec	avec	PREP
ses	son	DETPOSS
rosaces	rosace	NCFP
,	,	PCTFAIB
ses	son	DETPOSS
larges	large	NCMP
fenêtres	fenêtre	NCFP
cintrées	cintré	ADJFP
,	,	PCTFAIB
son	son	DETPOSS
clocheton	clocheton	NCMS
,	,	PCTFAIB
ses	son	DETPOSS
toits	toit	NCMP
d'	de	PREP
ardoises	ardoise	NCFP
.	.	PCTFORTE
Il	il	PPER3S
s'	se	PPER3S
arrêtait	arrêter	VINDI3S
à	à	PREP
l'	le	DETDMS
enfoncement	enfoncement	NCMS
sombre	sombre	ADJSIG
de	de	PREP
la	le	DETDFS
rue	rue	NCFS
Montorgueil	Montorgueil	NPI
,	,	PCTFAIB
où	où	PRI
éclataient	éclater	VINDI3P
des	de le	DETDPIG
bouts	bout	NCMP
d'	de	PREP
enseignes	enseigne	NCFP
violentes	violent	ADJFP
,	,	PCTFAIB
au	à le	DETDMS
pan	pan	NCMS
coupé	coupé	ADJMS
de	de	PREP
la	le	DETDFS
rue	rue	NCFS
Montmartre	montmartre	NPSIG
,	,	PCTFAIB
dont	dont	PRI
les	le	DETDPIG
balcons	balcon	NCMP
luisaient	luire	VINDI3P
,	,	PCTFAIB
chargés	charger	VPARPMP
de	de	PREP
lettres	lettre	NCFP
d'	de	PREP
or	or	NCMS
.	.	PCTFORTE
Et	et	COO
,	,	PCTFAIB
quand	quand	SUB
il	il	PPER3S
revenait	revenir	VINDI3S
au	à le	DETDMS
carrefour	carrefour	NCMS
,	,	PCTFAIB
il	il	PPER3S
était	être	VINDI3S
sollicité	solliciter	VPARPMS
par	par	PREP
d' autres	d'autres	ADJIND
enseignes	enseigne	NCFP
,	,	PCTFAIB
des	de le	DETDPIG
_Droguerie	_droguerie	NCI
et	et	COO
pharmacie	pharmacie_	NCI
,	,	PCTFAIB
des	un	DETDPIG
_Farines	_farines	NCI
et	et	COO
légumes	légume	NCMP
secs	secs_	NCI
,	,	PCTFAIB
aux	à le	DETDPIG
grosses	gros	ADJFP
majuscules	majuscule	NCFP
rouges	rouge	ADJPIG
ou	ou	COO
noires	noir	ADJFP
,	,	PCTFAIB
sur	sur	PREP
des	de le	DETDPIG
fonds	fonds	NCMIN
déteints	déteint	ADJMP
.	.	PCTFORTE
Les	le	DETDPIG
maisons	maison	NCFP
des	de le	DETDPIG
angles	angle	NCMP
,	,	PCTFAIB
à	à	PREP
fenêtres	fenêtre	NCFP
étroites	étroit	ADJFP
,	,	PCTFAIB
s'	se	PPER3S
éveillaient	éveiller	VINDI3P
,	,	PCTFAIB
mettaient	mettre	VINDI3P
,	,	PCTFAIB
dans	dans	PREP
l'	le	DETDMS
air	air	NCMS
large	large	ADJSIG
de	de	PREP
la	le	DETDFS
nouvelle	nouveau	ADJFS
rue	rue	NCFS
du	de le	DETDMS
Pont-Neuf	pont-neuf	NCMS
,	,	PCTFAIB
quelques	quelque	ADJIND
jaunes	jaune	NCPIG
et	et	COO
bonnes	bon	ADJFP
vieilles	vieux	ADJFP
façades	façade	NCFP
de	de	PREP
l'	le	DETDMS
ancien	ancien	ADJMS
Paris	paris	NCSIG
.	.	PCTFORTE
Au	à le	DETDMS
coin	coin	NCMS
de	de	PREP
la	le	DETDFS
rue	rue	NCFS
Rambuteau	rambuteau	NPMS
,	,	PCTFAIB
debout	debout	ADV
au	à le	DETDMS
milieu	milieu	NCMS
des	de le	DETDPIG
vitrines	vitrine	NCFP
vides	vide	ADJPIG
du	de le	DETDMS
grand	grand	ADJMS
magasin	magasin	NCMS
de	de	PREP
nouveautés	nouveauté	NCFP
,	,	PCTFAIB
des	de le	DETDPIG
commis	commis	NCMIN
bien	bien	ADV
mis	mis	ADJMIN
,	,	PCTFAIB
en	en	PREP
gilet	gilet	NCMS
,	,	PCTFAIB
avec	avec	PREP
leur	leur	DETPOSS
pantalon	pantalon	NCMS
collant	collant	ADJMS
et	et	COO
leurs	leur	DETPOSS
larges	large	ADJPIG
manchettes	manchette	NCFP
éblouissantes	éblouissant	ADJFP
,	,	PCTFAIB
faisaient	faire	VINDI3P
l'	le	DETDMS
étalage	étalage	NCMS
.	.	PCTFORTE
Plus	plus	ADV
loin	loin	ADV
,	,	PCTFAIB
la	le	DETDFS
maison	maison	NCFS
Guillout	Guillout	NPI
,	,	PCTFAIB
sévère	sévère	ADJSIG
comme	comme	SUB
une	un	DETIFS
caserne	caserne	NCFS
,	,	PCTFAIB
étalait	étaler	VINDI3S
délicatement	délicatement	ADV
,	,	PCTFAIB
derrière	derrière	PREP
ses	son	DETPOSS
glaces	glace	NCFP
,	,	PCTFAIB
des	un	DETDPIG
paquets	paquet	NCMP
dorés	dorer	VPARPMP
de	de	PREP
biscuits	biscuit	NCMP
et	et	COO
des	un	DETDPIG
compotiers	compotier	NCMP
pleins	plein	ADJMP
de	de	PREP
petits-fours	petit-four	NCMP
.	.	PCTFORTE
Toutes	tout	ADJFP
les	le	DETDPIG
boutiques	boutique	NCFP
s'	se	PPER3S
étaient	être	VINDI3P
ouvertes	ouvrir	VPARPFP
.	.	PCTFORTE
Des	un	DETDPIG
ouvriers	ouvrier	NCMP
en	en	PREP
blouses	blouse	NCFP
blanches	blanc	ADJFP
,	,	PCTFAIB
tenant	tenir	VPARPRES
leurs	leur	DETPOSS
outils	outil	NCMP
sous	sous	PREP
le	le	DETDMS
bras	bras	NCMIN
,	,	PCTFAIB
pressaient	presser	VINDI3P
le	le	DETDMS
pas	pas	NCMIN
,	,	PCTFAIB
traversaient	traverser	VINDI3P
la	le	DETDFS
chaussée	chaussée	NCFS
.	.	PCTFORTE
Claude	Claude	NPMS
n'	ne	ADV
était	être	VINDI3S
pas	pas	ADV
descendu	descendre	VPARPMS
de	de	PREP
son	son	DETPOSS
banc	banc	NCMS
.	.	PCTFORTE
Il	il	PPER3S
se	se	PPER3S
grandissait	grandir	VINDI3S
,	,	PCTFAIB
pour	pour	PREP
voir	voir	VINF
jusqu'	jusque	PREP
au	à le	DETDMS
fond	fond	NCMS
des	de le	DETDPIG
rues	rue	NCFP
.	.	PCTFORTE
Brusquement	brusquement	ADV
,	,	PCTFAIB
il	il	PPER3S
aperçut	apercevoir	VINDPS3S
,	,	PCTFAIB
dans	dans	PREP
la	le	DETDFS
foule	foule	NCFS
qu'	que	PRI
il	il	PPER3S
dominait	dominer	VINDI3S
,	,	PCTFAIB
une	un	DETIFS
tête	tête	NCFS
blonde	blond	ADJFS
aux	à le	DETDPIG
larges	large	ADJPIG
cheveux	cheveu	NCMP
,	,	PCTFAIB
suivie	suivre	VPARPFS
d'	de	PREP
une	un	DETIFS
petite	petit	ADJFS
tête	tête	NCFS
noire	noir	ADJFS
,	,	PCTFAIB
toute	tout	ADJFS
crépue	crépu	ADJFS
et	et	COO
ébouriffée	ébouriffé	ADJFS
.	.	PCTFORTE
Eh	eh	INT
!	!	PCTFORTE
Marjolin	marjolin	NCMS
!	!	PCTFAIB
eh	eh	INT
!	!	PCTFORTE
Cadine	cadine	NCFS
!	!	PCTFAIB
cria	crier	VINDPS3S
-t	t	NCFS
-il	il	PPER3S
.	.	PCTFORTE
Et	et	COO
,	,	PCTFAIB
comme	comme	SUB
sa	son	DETPOSS
voix	voix	NCFIN
se	se	PPER3S
perdait	perdre	VINDI3S
au	à le	DETDMS
milieu	milieu	NCMS
du	de le	DETDMS
brouhaha	brouhaha	NCMS
,	,	PCTFAIB
il	il	PPER3S
sauta	sauter	VINDPS3S
à	à	PREP
terre	terre	NCFS
,	,	PCTFAIB
il	il	PPER3S
prit	prendre	VINDPS3S
sa	son	DETPOSS
course	course	NCFS
.	.	PCTFORTE
Puis	puis	COO
,	,	PCTFAIB
il	il	PPER3S
songea	songer	VINDPS3S
qu'	que	SUB
il	il	PPER3S
oubliait	oublier	VINDI3S
Florent	Florent	NPHSIG
;	;	PCTFORTE
il	il	PPER3S
revint	revenir	VINDPS3S
d'	de	PREP
un	un	DETIMS
saut	saut	NCMS
;	;	PCTFORTE
il	il	PPER3S
dit	dire	VINDP3S
rapidement	rapidement	ADV
:	:	PCTFORTE
Vous	vous	PPER2P
savez	savoir	VINDP2P
,	,	PCTFAIB
au	à le	DETDMS
fond	fond	NCMS
de	de	PREP
l'	le	DETDFS
impasse	impasse	NCFS
des	de le	DETDPIG
Bourdonnais	Bourdonnais	NPI
...	...	PCTFORTE
Mon	mon	DETPOSS
nom	nom	NCMS
est	être	VINDP3S
écrit	écrire	VINDP3S
à	à	PREP
la	le	DETDFS
craie	crai	NCFS
sur	sur	PREP
la	le	DETDFS
porte	porte	NCFS
,	,	PCTFAIB
Claude	Claude	NPHSIG
Lantier	Lantier	NPMS
...	...	PCTFORTE
Venez	vener	VIMPP2P
voir	voir	VINF
l'	le	DETDFS
eau-forte	eau-forte	NCFS
de	de	PREP
la	le	DETDFS
rue	rue	NCFS
Pirouette	pirouette	NCFS
.	.	PCTFORTE
Il	il	PPER3S
disparut	disparaître	VINDPS3S
.	.	PCTFORTE
Il	il	PPER3S
ignorait	ignorer	VINDI3S
le	le	DETDMS
nom	nom	NCMS
de	de	PREP
Florent	Florent	NPHSIG
;	;	PCTFORTE
il	il	PPER3S
le	le	PPER3S
quittait	quitter	VINDI3S
comme	comme	SUB
il	il	PPER3S
l'	le	PPER3S
avait	avoir	VINDI3S
pris	prendre	VPARPMS
,	,	PCTFAIB
au	à le	DETDMS
bord	bord	NCMS
d'	de	PREP
un	un	DETIMS
trottoir	trottoir	NCMS
,	,	PCTFAIB
après	après	PREP
lui	lui	PPER3S
avoir	avoir	VINF
expliqué	expliquer	VPARPMS
ses	son	DETPOSS
préférences	préférence	NCFP
artistiques	artistique	ADJPIG
.	.	PCTFORTE
Florent	Florent	NPMS
était	être	VINDI3S
seul	seul	ADJMS
.	.	PCTFORTE
Il	il	PPER3S
fut	être	VINDPS3S
d' abord	d'abord	ADV
heureux	heureux	ADJMIN
de	de	PREP
cette	ce	DETDEM
solitude	solitude	NCFS
.	.	PCTFORTE
Depuis	depuis	ADV
que	que	SUB
madame	madame	NCFIN
François	François	NPHSIG
l'	le	PPER3S
avait	avoir	VINDI3S
recueilli	recueillir	VPARPMS
,	,	PCTFAIB
dans	dans	PREP
l'	le	DETDFS
avenue	avenue	NCFS
de	de	PREP
Neuilly	Neuilly	NPHSIG
,	,	PCTFAIB
il	il	PPER3S
marchait	marcher	VINDI3S
au	à le	DETDMS
milieu	milieu	NCMS
d'	de	PREP
une	un	DETIFS
somnolence	somnolence	NCFS
et	et	COO
d'	de	PREP
une	un	DETIFS
souffrance	souffrance	NCFS
qui	qui	PRI
lui	lui	PPER3S
ôtaient	ôter	VINDI3P
l'	le	DETDFS
idée	idée	NCFS
exacte	exact	ADJFS
des	de le	DETDPIG
choses	chose	NCFP
.	.	PCTFORTE
Il	il	PPER3S
était	être	VINDI3S
libre	libre	ADJSIG
enfin	enfin	ADV
,	,	PCTFAIB
il	il	PPER3S
voulut	vouloir	VINDPS3S
se	se	PPER3S
secouer	secouer	VINF
,	,	PCTFAIB
secouer	secouer	VINF
ce	ce	DETDEM
rêve	rêve	NCMS
intolérable	intolérable	ADJSIG
de	de	PREP
nourritures	nourriture	NCFP
gigantesques	gigantesque	ADJPIG
dont	dont	PRI
il	il	PPER3S
se	se	PPER3S
sentait	sentir	VINDI3S
poursuivi	poursuivre	VPARPMS
.	.	PCTFORTE
Mais	mais	COO
sa	son	DETPOSS
tête	tête	NCFS
restait	rester	VINDI3S
vide	vide	ADJSIG
,	,	PCTFAIB
il	il	PPER3S
n'	ne	ADV
arriva	arriver	VINDPS3S
qu'	que	ADV
à	à	PREP
retrouver	retrouver	VINF
au	à le	DETDMS
fond	fond	NCMS
de	de	PREP
lui	lui	PPER3S
une	un	DETIFS
peur	peur	NCFS
sourde	sourd	ADJFS
.	.	PCTFORTE
Le	le	DETDMS
jour	jour	NCMS
grandissait	grandir	VINDI3S
,	,	PCTFAIB
ou	ou	COO
pouvait	pouvoir	VINDI3S
le	le	PPER3S
voir	voir	VINF
maintenant	maintenant	ADV
;	;	PCTFORTE
et	et	COO
il	il	PPER3S
regardait	regarder	VINDI3S
son	son	DETPOSS
pantalon	pantalon	NCMS
et	et	COO
sa	son	DETPOSS
redingote	redingote	NCFS
lamentables	lamentable	ADJPIG
.	.	PCTFORTE
Il	il	PPER3S
boutonna	boutonner	VINDPS3S
la	le	DETDFS
redingote	redingote	NCFS
,	,	PCTFAIB
épousseta	épousseter	VINDPS3S
le	le	DETDMS
pantalon	pantalon	NCMS
,	,	PCTFAIB
essaya	essayer	VINDPS3S
un	un	DETIMS
bout	bout	NCMS
de	de	PREP
toilette	toilette	NCFS
,	,	PCTFAIB
croyant	croire	VPARPRES
entendre	entendre	VINF
ces	ce	DETDEM
loques	loque	NCFP
noires	noir	ADJFP
dire	dire	VINF
tout	tout	ADV
haut	haut	ADV
d'	de	PREP
où	où	PRI
il	il	PPER3S
venait	venir	VINDI3S
.	.	PCTFORTE
Il	il	PPER3S
était	être	VINDI3S
assis	asseoir	VPARPMS
au	à le	DETDMS
milieu	milieu	NCMS
du	de le	DETDMS
banc	banc	NCMS
,	,	PCTFAIB
à	à	PREP
côté	côté	NCMS
de	de	PREP
pauvres	pauvre	ADJPIG
diables	diable	NCMP
,	,	PCTFAIB
de	de	PREP
rôdeurs	rôdeur	NCMP
échoués	échoué	VPARPMP
là	là	ADV
,	,	PCTFAIB
en	en	PREP
attendant	attendre	VPARPRES
le	le	DETDMS
soleil	soleil	NCMS
.	.	PCTFORTE
Les	le	DETDPIG
nuits	nuit	NCFP
des	de le	DETDPIG
Halles	halle	NCFP
sont	être	VINDP3P
douces	doux	ADJFP
pour	pour	PREP
les	le	DETDPIG
vagabonds	vagabond	NCMP
.	.	PCTFORTE
Deux	deux	NCI
sergents	sergent	NCMP
de	de	PREP
ville	ville	NCFS
,	,	PCTFAIB
encore	encore	ADV
en	en	PREP
tenue	tenue	NCFS
de	de	PREP
nuit	nuit	NCFS
,	,	PCTFAIB
avec	avec	PREP
la	le	DETDFS
capote	capote	NCFS
et	et	COO
le	le	DETDMS
képi	képi	NCMS
,	,	PCTFAIB
marchant	marcher	VPARPRES
côte	côte	NCFS
à	à	PREP
côte	côte	NCFS
,	,	PCTFAIB
les	le	DETDPIG
mains	main	NCFP
derrière	derrière	PREP
le	le	DETDMS
dos	dos	NCMIN
,	,	PCTFAIB
allaient	aller	VINDI3P
et	et	COO
venaient	vener	VINDI3P
le	le	DETDMS
long	long	NCMS
du	de le	DETDMS
trottoir	trottoir	NCMS
;	;	PCTFORTE
chaque	chaque	ADJIND
fois	fois	NCFIN
qu'	que	PRI
ils	il	PPER3P
passaient	passer	VINDI3P
devant	devant	PREP
le	le	DETDMS
banc	banc	NCMS
,	,	PCTFAIB
ils	il	PPER3P
jetaient	jeter	VINDI3P
un	un	DETIMS
coup	coup	NCMS
d'	de	PREP
oeil	oeil	NCMS
sur	sur	PREP
le	le	DETDMS
gibier	gibier	NCMS
qu'	que	PRI
ils	il	PPER3P
y	y	ADV
flairaient	flairer	VINDI3P
.	.	PCTFORTE
Florent	Florent	NPFS
s'	se	PPER3S
imagina	imaginer	VINDPS3S
qu'	que	SUB
ils	il	PPER3P
le	le	PPER3S
reconnaissaient	reconnaître	VINDI3P
,	,	PCTFAIB
qu'	que	SUB
ils	il	PPER3P
se	se	PPER3S
consultaient	consulter	VINDI3P
pour	pour	PREP
l'	le	PPER3S
arrêter	arrêter	VINF
.	.	PCTFORTE
Alors	alors	ADV
l'	le	DETDFS
angoisse	angoisse	NCFS
le	le	PPER3S
prit	prendre	VINDPS3S
.	.	PCTFORTE
Il	il	PPER3S
eut	avoir	VINDPS3S
une	un	DETIFS
envie	envie	NCFS
folle	fou	ADJFS
de	de	PREP
se	se	PPER3S
lever	lever	VINF
,	,	PCTFAIB
de	de	PREP
courir	courir	VINF
.	.	PCTFORTE
Mais	mais	COO
il	il	PPER3S
n'	ne	ADV
osait	oser	VINDI3S
plus	plus	ADV
,	,	PCTFAIB
il	il	PPER3S
ne	ne	ADV
savait	savoir	VINDI3S
de	de	PREP
quelle	quel	ADJINT
façon	façon	NCFS
s'	se	PPER3S
en	en	PPER3S
aller	aller	VINF
.	.	PCTFORTE
Et	et	COO
les	le	DETDPIG
coups	coup	NCMP
d'	de	PREP
oeil	oeil	NCMS
réguliers	régulier	ADJMP
des	de le	DETDPIG
sergents	sergent	NCMP
de	de	PREP
ville	ville	NCFS
,	,	PCTFAIB
cet	ce	DETDEM
examen	examen	NCMS
lent	lent	ADJMS
et	et	COO
froid	froid	ADJMS
de	de	PREP
la	le	DETDFS
police	police	NCFS
,	,	PCTFAIB
le	le	PPER3S
mettait	mettre	VINDI3S
au	à le	DETDMS
supplice	supplice	NCMS
.	.	PCTFORTE
Enfin	enfin	ADV
,	,	PCTFAIB
il	il	PPER3S
quitta	quitter	VINDPS3S
le	le	DETDMS
banc	banc	NCMS
,	,	PCTFAIB
se	se	PPER3S
retenant	retenir	VPARPRES
pour	pour	PREP
ne	ne	ADV
pas	pas	ADV
fuir	fuir	VINF
de	de	PREP
toute	tout	ADJFS
la	le	DETDFS
longueur	longueur	NCFS
de	de	PREP
ses	son	DETPOSS
grandes	grand	ADJFP
jambes	jambe	NCFP
,	,	PCTFAIB
s'	se	PPER3S
éloignant	éloigner	VPARPRES
pas	pas	ADV
à	à	PREP
pas	pas	NCMIN
,	,	PCTFAIB
serrant	serrer	VPARPRES
les	le	DETDPIG
épaules	épaule	NCFP
,	,	PCTFAIB
avec	avec	ADV
l'	le	DETDFS
horreur	horreur	NCFS
de	de	PREP
sentir	sentir	VINF
les	le	DETDPIG
mains	main	NCFP
rudes	rude	ADJPIG
des	de le	DETDPIG
sergents	sergent	NCMP
de	de	PREP
ville	ville	NCFS
le	le	PPER3S
prendre	prendre	VINF
au	à le	DETDMS
collet	collet	NCMS
,	,	PCTFAIB
par	par	PREP
derrière	derrière	ADV
.	.	PCTFORTE
Il	il	PPER3S
n'	ne	ADV
eut	avoir	VINDPS3S
plus	plus	ADV
qu'	que	ADV
une	un	DETIFS
pensée	pensée	NCFS
,	,	PCTFAIB
qu'	que	SUB
un	un	DETIMS
besoin	besoin	NCMS
,	,	PCTFAIB
s'	se	PPER3S
éloigner	éloigner	VINF
des	de le	DETDPIG
Halles	halle	NCFP
.	.	PCTFORTE
Il	il	PPER3S
attendrait	attendre	VCONP3S
,	,	PCTFAIB
il	il	PPER3S
chercherait	chercher	VCONP3S
encore	encore	ADV
,	,	PCTFAIB
plus	plus	ADV
tard	tard	ADV
,	,	PCTFAIB
quand	quand	SUB
le	le	DETDMS
carreau	carreau	NCMS
serait	être	VCONP3S
libre	libre	ADJSIG
.	.	PCTFORTE
Les	le	DETDPIG
trois	trois	ADJNUM
rues	rue	NCFP
du	de le	DETDMS
carrefour	carrefour	NCMS
,	,	PCTFAIB
la	le	DETDFS
rue	rue	NCFS
Montmartre	Montmartre	NPSIG
,	,	PCTFAIB
la	le	DETDFS
rue	rue	NCFS
Montorgueil	Montorgueil	NPI
,	,	PCTFAIB
la	le	DETDFS
rue	rue	NCFS
Turbigo	turbigo	NPSIG
,	,	PCTFAIB
l'	le	PPER3S
inquiétèrent	inquiéter	VINDPS3P
:	:	PCTFORTE
elles	il	PPER3P
étaient	être	VINDI3P
encombrées	encombrer	VPARPFP
de	de	PREP
voitures	voiture	NCFP
de	de	PREP
toutes	tout	ADJFP
sortes	sorte	NCFP
;	;	PCTFORTE
des	un	DETDPIG
légumes	légume	NCMP
couvraient	couvrir	VINDI3P
les	le	DETDPIG
trottoirs	trottoir	NCMP
.	.	PCTFORTE
Alors	alors	ADV
,	,	PCTFAIB
il	il	PPER3S
alla	aller	VINDPS3S
devant	devant	PREP
lui	lui	PPER3S
,	,	PCTFAIB
jusqu'	jusque	PREP
à	à	PREP
la	le	DETDFS
rue	rue	NCFS
Pierre-Lescot	Pierre-Lescot	NPMS
,	,	PCTFAIB
où	où	PRI
le	le	DETDMS
marché	marché	NCMS
au	à le	DETDMS
cresson	cresson	NCMS
et	et	COO
le	le	DETDMS
marché	marché	NCMS
aux	à le	DETDPIG
pommes	pomme	NCFP
de	de	PREP
terre	terre	NCFS
lui	lui	PPER3S
parurent	paraître	VINDPS3P
infranchissables	infranchissable	ADJPIG
.	.	PCTFORTE
Il	il	PPER3S
préféra	préférer	VINDPS3S
suivre	suivre	VINF
la	le	DETDFS
rue	rue	NCFS
Rambuteau	rambuteau	NPMS
.	.	PCTFORTE
Mais	mais	COO
,	,	PCTFAIB
an	an	NCMS
boulevard	boulevard	NCMS
Sébastopol	sébastopol	NPSIG
,	,	PCTFAIB
il	il	PPER3S
se	se	PPER3S
heurta	heurter	VINDPS3S
contre	contre	PREP
un	un	DETIMS
tel	tel	ADJIND
embarras	embarras	NCMIN
de	de	PREP
tapissières	tapissière	NCFP
,	,	PCTFAIB
de	de	PREP
charrettes	charrette	NCFP
,	,	PCTFAIB
de	de	PREP
chars	char	NCMP
à	à	PREP
bancs	banc	NCMP
,	,	PCTFAIB
qu'	que	PRI
il	il	PPER3S
revint	revenir	VINDPS3S
prendre	prendre	VINF
la	le	DETDFS
rue	rue	NCFS
Saint-Denis	saint-denis	NPMS
.	.	PCTFORTE
Là	là	ADV
,	,	PCTFAIB
il	il	PPER3S
rentra	rentrer	VINDPS3S
dans	dans	PREP
les	le	DETDPIG
légumes	légume	NCMP
.	.	PCTFORTE
Aux	à le	DETDPIG
deux	deux	ADJNUM
bords	bord	NCMP
,	,	PCTFAIB
les	le	DETDPIG
marchands	marchand	NCMP
forains	forain	ADJMP
venaient	vener	VINDI3P
d'	de	PREP
installer	installer	VINF
leurs	leur	DETPOSS
étalages	étalage	NCMP
,	,	PCTFAIB
des	un	DETDPIG
